4,3,4,3,3,3,3,85,0.322875655532295,0
2,3,1,1,1,1,1,115,0.274754878398196,0
2,1,4,3,3,3,3,180,0.0606601717798212,0
1,3,1,3,3,3,3,85,0.322875655532295,0
3,3,3,3,3,3,3,0,0.620185174601965,0
1,4,3,3,3,3,3,115,0.274754878398196,0
1,4,3,3,3,3,3,115,0.274754878398196,0
1,3,2,4,4,4,4,180,0.0606601717798212,0
2,1,4,3,3,3,3,180,0.0606601717798212,0
1,4,3,3,3,3,3,115,0.274754878398196,0
4,2,4,4,4,4,4,55,0.457737973711325,0
3,4,3,3,3,3,3,55,0.457737973711325,0
4,3,4,3,3,3,3,85,0.322875655532295,0
1,4,3,3,3,3,3,115,0.274754878398196,0
2,1,4,3,3,3,3,180,0.0606601717798212,0
1,3,1,3,3,3,3,85,0.322875655532295,0
3,3,3,3,3,3,3,0,0.620185174601965,0
1,3,1,3,3,3,3,85,0.322875655532295,0
2,3,1,1,1,1,1,115,0.274754878398196,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,4,3,3,3,3,3,55,0.457737973711325,0
3,3,3,3,3,3,3,0,0.620185174601965,0
4,3,4,3,3,3,3,85,0.322875655532295,0
2,3,1,1,1,1,1,115,0.274754878398196,0
4,3,4,3,3,3,3,85,0.322875655532295,0
3,1,3,1,1,1,1,85,0.322875655532295,0
1,4,3,3,3,3,3,115,0.274754878398196,0
1,4,3,3,3,3,3,115,0.274754878398196,0
1,3,1,3,3,3,3,85,0.322875655532295,0
1,4,3,3,3,3,3,115,0.274754878398196,0
2,1,4,3,3,3,3,180,0.0606601717798212,0
1,3,1,1,1,1,1,55,0.457737973711325,0
3,4,3,3,3,3,3,55,0.457737973711325,0
1,3,2,4,4,4,4,180,0.0606601717798212,0
3,4,3,3,3,3,3,55,0.457737973711325,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,3,3,3,3,3,3,0,0.620185174601965,0
1,3,1,3,3,3,3,85,0.322875655532295,0
3,3,3,3,3,3,3,0,0.620185174601965,0
1,4,3,3,3,3,3,115,0.274754878398196,0
2,1,4,3,3,3,3,180,0.0606601717798212,0
1,4,3,3,3,3,3,115,0.274754878398196,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,1,3,3,3,3,3,55,0.457737973711325,0
3,4,3,3,3,3,3,55,0.457737973711325,0
3,4,3,3,3,3,3,55,0.457737973711325,0
1,4,3,3,3,3,3,115,0.274754878398196,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,4,3,3,3,3,3,55,0.457737973711325,0
3,4,3,3,3,3,3,55,0.457737973711325,0
1,4,3,3,3,3,3,115,0.274754878398196,0
1,3,1,3,3,3,3,85,0.322875655532295,0
4,3,4,3,3,3,3,85,0.322875655532295,0
4,3,4,3,3,3,3,85,0.322875655532295,0
3,3,3,3,3,3,3,0,0.620185174601965,0
1,4,3,3,3,3,3,115,0.274754878398196,0
1,4,3,3,3,3,3,115,0.274754878398196,0
3,3,3,3,3,3,3,0,0.620185174601965,0
1,4,3,3,3,3,3,115,0.274754878398196,0
3,4,3,3,3,3,3,55,0.457737973711325,0
2,1,4,3,3,3,3,180,0.0606601717798212,0
1,4,3,3,3,3,3,115,0.274754878398196,0
3,3,3,3,3,3,3,0,0.620185174601965,0
2,1,4,3,3,3,3,180,0.0606601717798212,0
1,4,3,3,3,3,3,115,0.274754878398196,0
1,3,1,3,3,3,3,85,0.322875655532295,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,3,3,3,3,3,3,0,0.620185174601965,0
2,4,1,3,3,3,3,180,0.0606601717798212,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,4,3,3,3,3,3,55,0.457737973711325,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,3,3,3,3,3,3,0,0.620185174601965,0
1,4,3,3,3,3,3,115,0.274754878398196,0
1,4,3,3,3,3,3,115,0.274754878398196,0
1,3,1,3,3,3,3,85,0.322875655532295,0
1,4,3,3,3,3,3,115,0.274754878398196,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,4,3,3,3,3,3,55,0.457737973711325,0
3,4,3,3,3,3,3,55,0.457737973711325,0
1,4,3,3,3,3,3,115,0.274754878398196,0
4,1,4,3,3,3,3,140,0.118033988749895,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,3,3,3,3,3,3,0,0.620185174601965,0
2,1,4,3,3,3,3,180,0.0606601717798212,0
1,3,1,3,4,4,4,175,0.0645856533065147,0
1,3,1,3,4,4,4,175,0.0645856533065147,0
4,1,4,3,3,3,3,140,0.118033988749895,0
2,1,4,3,3,3,3,180,0.0606601717798212,0
1,4,3,3,3,3,3,115,0.274754878398196,0
3,3,3,3,3,3,3,0,0.620185174601965,0
3,4,3,3,3,3,3,55,0.457737973711325,0
1,3,1,3,3,3,3,85,0.322875655532295,0
