source,type,timestamp,packet_id,src,dst,hops,from_dir,to_dir,creation_time,deliver_time,traffic,weight
router,packet_routed,2025-09-13 23:19:51.951182,15099,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:19:52.807221,15098,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:19:53.958931,15097,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:19:55.061965,15099,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:19:56.046934,15100,,,0,local,north,,,0.64,
packet,packet_arrived,2025-09-13 23:19:56.416651,15096,"(1, 1)","(2, 2)",3,,,2025-09-13 23:19:40,2025-09-13 23:19:56,0.64,56.37
packet,packet_arrived,2025-09-13 23:19:57.007533,15098,"(0, 0)","(1, 0)",2,,,2025-09-13 23:19:44,2025-09-13 23:19:57,0.64,34.17
packet,packet_arrived,2025-09-13 23:19:57.257538,15097,"(1, 1)","(0, 0)",3,,,2025-09-13 23:19:42,2025-09-13 23:19:57,0.64,52.85
router,packet_routed,2025-09-13 23:19:58.158466,15099,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:19:58.825657,15101,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:19:59.050328,15100,,,0,south,west,,,0.64,
router,packet_routed,2025-09-13 23:20:00.207867,15102,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:20:00.270409,15100,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:20:00.985979,15101,,,0,north,local,,,0.64,
packet,packet_arrived,2025-09-13 23:20:01.295668,15099,"(1, 1)","(2, 2)",3,,,2025-09-13 23:19:46,2025-09-13 23:20:01,0.64,56.37
router,packet_routed,2025-09-13 23:20:02.089152,15102,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:20:04.290410,15102,,,0,west,local,,,0.64,
packet,packet_arrived,2025-09-13 23:20:04.637250,15100,"(1, 1)","(0, 0)",3,,,2025-09-13 23:19:50,2025-09-13 23:20:04,0.64,52.85
router,packet_routed,2025-09-13 23:20:05.238151,15103,,,0,local,north,,,0.64,
packet,packet_arrived,2025-09-13 23:20:06.001497,15101,"(0, 0)","(1, 0)",2,,,2025-09-13 23:19:54,2025-09-13 23:20:06,0.64,34.17
router,packet_routed,2025-09-13 23:20:08.050400,15103,,,0,south,west,,,0.64,
packet,packet_arrived,2025-09-13 23:20:08.478701,15102,"(1, 1)","(2, 2)",3,,,2025-09-13 23:19:55,2025-09-13 23:20:08,0.64,56.37
router,packet_routed,2025-09-13 23:20:08.541253,15104,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:20:08.619331,15105,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:20:09.174572,15103,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:20:09.221488,15105,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:20:09.489581,15104,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:20:09.638321,15106,,,0,local,north,,,0.64,
router,packet_routed,2025-09-13 23:20:10.120870,15105,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:20:11.233351,15106,,,0,south,west,,,0.64,
router,packet_routed,2025-09-13 23:20:11.393101,15107,,,0,local,south,,,0.64,
packet,packet_arrived,2025-09-13 23:20:12.041076,15104,"(0, 0)","(1, 0)",2,,,2025-09-13 23:20:02,2025-09-13 23:20:12,0.64,34.17
router,packet_routed,2025-09-13 23:20:12.810709,15108,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:20:13.089060,15106,,,0,east,local,,,0.64,
packet,packet_arrived,2025-09-13 23:20:13.431587,15103,"(1, 1)","(0, 0)",3,,,2025-09-13 23:20:00,2025-09-13 23:20:13,0.64,52.85
router,packet_routed,2025-09-13 23:20:13.696377,15107,,,0,north,local,,,0.64,
packet,packet_arrived,2025-09-13 23:20:13.821332,15105,"(1, 1)","(2, 2)",3,,,2025-09-13 23:20:04,2025-09-13 23:20:13,0.64,56.37
router,packet_routed,2025-09-13 23:20:14.576682,15108,,,0,north,east,,,0.64,
packet,packet_arrived,2025-09-13 23:20:15.721691,15106,"(1, 1)","(0, 0)",3,,,2025-09-13 23:20:07,2025-09-13 23:20:15,0.64,52.85
router,packet_routed,2025-09-13 23:20:18.250784,15108,,,0,west,local,,,0.64,
packet,packet_arrived,2025-09-13 23:20:18.422617,15107,"(0, 0)","(1, 0)",2,,,2025-09-13 23:20:08,2025-09-13 23:20:18,0.64,34.17
router,packet_routed,2025-09-13 23:20:18.766409,15109,,,0,local,north,,,0.64,
router,packet_routed,2025-09-13 23:20:19.358733,15110,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:20:21.931268,15109,,,0,south,west,,,0.64,
router,packet_routed,2025-09-13 23:20:22.124315,15111,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:20:22.279532,15110,,,0,north,local,,,0.64,
packet,packet_arrived,2025-09-13 23:20:22.772198,15108,"(1, 1)","(2, 2)",3,,,2025-09-13 23:20:09,2025-09-13 23:20:22,0.64,56.37
router,packet_routed,2025-09-13 23:20:23.149736,15109,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:20:23.242126,15111,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:20:24.234405,15112,,,0,local,north,,,0.64,
router,packet_routed,2025-09-13 23:20:25.021193,15111,,,0,west,local,,,0.64,
packet,packet_arrived,2025-09-13 23:20:25.935435,15110,"(0, 0)","(1, 0)",2,,,2025-09-13 23:20:15,2025-09-13 23:20:25,0.64,34.17
router,packet_routed,2025-09-13 23:20:28.777659,15112,,,0,south,west,,,0.64,
packet,packet_arrived,2025-09-13 23:20:29.153478,15109,"(1, 1)","(0, 0)",3,,,2025-09-13 23:20:13,2025-09-13 23:20:29,0.64,52.85
router,packet_routed,2025-09-13 23:20:29.588701,15113,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:20:30.158226,15114,,,0,local,south,,,0.64,
packet,packet_arrived,2025-09-13 23:20:30.330102,15111,"(1, 1)","(2, 2)",3,,,2025-09-13 23:20:17,2025-09-13 23:20:30,0.64,56.37
router,packet_routed,2025-09-13 23:20:30.721294,15112,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:20:31.012703,15113,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:20:31.447517,15114,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:20:32.100151,15115,,,0,local,north,,,0.64,
router,packet_routed,2025-09-13 23:20:32.722808,15114,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:20:32.738898,15116,,,0,local,south,,,0.64,
packet,packet_arrived,2025-09-13 23:20:33.556776,15112,"(1, 1)","(0, 0)",3,,,2025-09-13 23:20:19,2025-09-13 23:20:33,0.64,52.85
packet,packet_arrived,2025-09-13 23:20:33.781060,15113,"(0, 0)","(1, 0)",2,,,2025-09-13 23:20:22,2025-09-13 23:20:33,0.64,34.17
router,packet_routed,2025-09-13 23:20:34.295427,15115,,,0,south,west,,,0.64,
router,packet_routed,2025-09-13 23:20:34.434873,15117,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:20:35.104304,15116,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:20:35.402089,15115,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:20:35.455347,15117,,,0,north,east,,,0.64,
packet,packet_arrived,2025-09-13 23:20:36.016765,15114,"(1, 1)","(2, 2)",3,,,2025-09-13 23:20:24,2025-09-13 23:20:36,0.64,56.37
router,packet_routed,2025-09-13 23:20:36.759656,15118,,,0,local,north,,,0.64,
router,packet_routed,2025-09-13 23:20:36.906267,15117,,,0,west,local,,,0.64,
packet,packet_arrived,2025-09-13 23:20:37.262383,15116,"(0, 0)","(1, 0)",2,,,2025-09-13 23:20:30,2025-09-13 23:20:37,0.64,34.17
router,packet_routed,2025-09-13 23:20:38.713969,15118,,,0,south,west,,,0.64,
packet,packet_arrived,2025-09-13 23:20:41.026324,15115,"(1, 1)","(0, 0)",3,,,2025-09-13 23:20:28,2025-09-13 23:20:41,0.64,52.85
router,packet_routed,2025-09-13 23:20:41.250298,15119,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:20:41.598181,15120,,,0,local,south,,,0.64,
packet,packet_arrived,2025-09-13 23:20:43.307482,15117,"(1, 1)","(2, 2)",3,,,2025-09-13 23:20:31,2025-09-13 23:20:43,0.64,56.37
router,packet_routed,2025-09-13 23:20:43.859915,15118,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:20:44.125496,15119,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:20:44.544804,15120,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:20:44.689484,15121,,,0,local,north,,,0.64,
router,packet_routed,2025-09-13 23:20:45.490086,15122,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:20:46.078805,15120,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:20:46.547544,15121,,,0,south,west,,,0.64,
packet,packet_arrived,2025-09-13 23:20:46.954024,15118,"(1, 1)","(0, 0)",3,,,2025-09-13 23:20:33,2025-09-13 23:20:46,0.64,52.85
router,packet_routed,2025-09-13 23:20:47.917498,15123,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:20:48.100909,15122,,,0,north,local,,,0.64,
packet,packet_arrived,2025-09-13 23:20:48.203116,15119,"(0, 0)","(1, 0)",2,,,2025-09-13 23:20:35,2025-09-13 23:20:48,0.64,34.17
router,packet_routed,2025-09-13 23:20:49.608478,15121,,,0,east,local,,,0.64,
packet,packet_arrived,2025-09-13 23:20:50.707346,15122,"(0, 0)","(1, 0)",2,,,2025-09-13 23:20:41,2025-09-13 23:20:50,0.64,34.17
packet,packet_arrived,2025-09-13 23:20:51.281678,15120,"(1, 1)","(2, 2)",3,,,2025-09-13 23:20:36,2025-09-13 23:20:51,0.64,56.37
router,packet_routed,2025-09-13 23:20:52.004309,15124,,,0,local,north,,,0.64,
router,packet_routed,2025-09-13 23:20:53.196595,15123,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:20:54.718192,15125,,,0,local,south,,,0.64,
packet,packet_arrived,2025-09-13 23:20:54.802176,15121,"(1, 1)","(0, 0)",3,,,2025-09-13 23:20:38,2025-09-13 23:20:54,0.64,52.85
router,packet_routed,2025-09-13 23:20:55.057847,15124,,,0,south,west,,,0.64,
router,packet_routed,2025-09-13 23:20:55.665442,15126,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:20:56.071694,15123,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:20:56.538958,15124,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:20:57.090432,15126,,,0,north,east,,,0.64,
packet,packet_arrived,2025-09-13 23:20:57.801137,15123,"(1, 1)","(2, 2)",3,,,2025-09-13 23:20:44,2025-09-13 23:20:57,0.64,56.37
router,packet_routed,2025-09-13 23:20:58.099983,15125,,,0,north,local,,,0.64,
packet,packet_arrived,2025-09-13 23:20:58.353931,15124,"(1, 1)","(0, 0)",3,,,2025-09-13 23:20:45,2025-09-13 23:20:58,0.64,52.85
router,packet_routed,2025-09-13 23:20:58.686962,15127,,,0,local,north,,,0.64,
router,packet_routed,2025-09-13 23:20:59.415357,15126,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:20:59.568599,15127,,,0,south,west,,,0.64,
router,packet_routed,2025-09-13 23:20:59.894501,15128,,,0,local,south,,,0.64,
packet,packet_arrived,2025-09-13 23:21:00.231221,15125,"(0, 0)","(1, 0)",2,,,2025-09-13 23:20:49,2025-09-13 23:21:00,0.64,34.17
router,packet_routed,2025-09-13 23:21:00.579888,15129,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:21:02.103230,15128,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:21:02.193322,15129,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:21:02.215070,15127,,,0,east,local,,,0.64,
packet,packet_arrived,2025-09-13 23:21:02.246707,15126,"(1, 1)","(2, 2)",3,,,2025-09-13 23:20:50,2025-09-13 23:21:02,0.64,56.37
router,packet_routed,2025-09-13 23:21:02.402430,15130,,,0,local,north,,,0.64,
router,packet_routed,2025-09-13 23:21:03.155903,15129,,,0,west,local,,,0.64,
packet,packet_arrived,2025-09-13 23:21:03.497061,15128,"(0, 0)","(1, 0)",2,,,2025-09-13 23:20:57,2025-09-13 23:21:03,0.64,34.17
router,packet_routed,2025-09-13 23:21:03.626715,15132,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:21:04.966034,15130,,,0,south,west,,,0.64,
router,packet_routed,2025-09-13 23:21:05.136954,15131,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:21:06.054212,15132,,,0,north,east,,,0.64,
packet,packet_arrived,2025-09-13 23:21:06.759165,15127,"(1, 1)","(0, 0)",3,,,2025-09-13 23:20:56,2025-09-13 23:21:06,0.64,52.85
router,packet_routed,2025-09-13 23:21:07.125248,15130,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:21:07.193591,15131,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:21:07.602299,15133,,,0,local,north,,,0.64,
packet,packet_arrived,2025-09-13 23:21:08.177360,15129,"(1, 1)","(2, 2)",3,,,2025-09-13 23:20:58,2025-09-13 23:21:08,0.64,56.37
router,packet_routed,2025-09-13 23:21:08.465395,15132,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:21:10.314319,15134,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:21:10.437356,15133,,,0,south,west,,,0.64,
router,packet_routed,2025-09-13 23:21:10.816973,15135,,,0,local,south,,,0.64,
packet,packet_arrived,2025-09-13 23:21:10.854039,15130,"(1, 1)","(0, 0)",3,,,2025-09-13 23:20:59,2025-09-13 23:21:10,0.64,52.85
packet,packet_arrived,2025-09-13 23:21:11.892984,15131,"(0, 0)","(1, 0)",2,,,2025-09-13 23:21:01,2025-09-13 23:21:11,0.64,34.17
packet,packet_arrived,2025-09-13 23:21:12.364071,15132,"(1, 1)","(2, 2)",3,,,2025-09-13 23:21:02,2025-09-13 23:21:12,0.64,56.37
router,packet_routed,2025-09-13 23:21:12.723402,15134,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:21:12.893155,15133,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:21:14.707123,15136,,,0,local,north,,,0.64,
router,packet_routed,2025-09-13 23:21:15.458420,15135,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:21:16.104060,15137,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:21:16.446511,15136,,,0,south,west,,,0.64,
packet,packet_arrived,2025-09-13 23:21:16.710633,15133,"(1, 1)","(0, 0)",3,,,2025-09-13 23:21:03,2025-09-13 23:21:16,0.64,52.85
packet,packet_arrived,2025-09-13 23:21:16.905760,15134,"(0, 0)","(1, 0)",2,,,2025-09-13 23:21:05,2025-09-13 23:21:16,0.64,34.17
router,packet_routed,2025-09-13 23:21:17.211808,15135,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:21:17.647017,15138,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:21:19.077040,15137,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:21:19.902739,15136,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:21:21.054808,15138,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:21:22.112025,15139,,,0,local,north,,,0.64,
packet,packet_arrived,2025-09-13 23:21:23.145528,15135,"(1, 1)","(2, 2)",3,,,2025-09-13 23:21:07,2025-09-13 23:21:23,0.64,56.37
router,packet_routed,2025-09-13 23:21:24.378025,15140,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:21:24.765103,15139,,,0,south,west,,,0.64,
router,packet_routed,2025-09-13 23:21:25.013909,15138,,,0,west,local,,,0.64,
packet,packet_arrived,2025-09-13 23:21:25.286895,15136,"(1, 1)","(0, 0)",3,,,2025-09-13 23:21:09,2025-09-13 23:21:25,0.64,52.85
packet,packet_arrived,2025-09-13 23:21:25.401993,15137,"(0, 0)","(1, 0)",2,,,2025-09-13 23:21:11,2025-09-13 23:21:25,0.64,34.17
router,packet_routed,2025-09-13 23:21:25.624419,15141,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:21:26.269615,15140,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:21:27.113434,15139,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:21:27.920694,15141,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:21:28.530607,15142,,,0,local,north,,,0.64,
packet,packet_arrived,2025-09-13 23:21:28.987889,15138,"(1, 1)","(2, 2)",3,,,2025-09-13 23:21:14,2025-09-13 23:21:28,0.64,56.37
router,packet_routed,2025-09-13 23:21:30.571945,15143,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:21:31.163105,15142,,,0,south,west,,,0.64,
router,packet_routed,2025-09-13 23:21:31.569280,15141,,,0,west,local,,,0.64,
packet,packet_arrived,2025-09-13 23:21:32.692505,15140,"(0, 0)","(1, 0)",2,,,2025-09-13 23:21:18,2025-09-13 23:21:32,0.64,34.17
packet,packet_arrived,2025-09-13 23:21:32.908683,15139,"(1, 1)","(0, 0)",3,,,2025-09-13 23:21:16,2025-09-13 23:21:32,0.64,52.85
router,packet_routed,2025-09-13 23:21:35.104353,15143,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:21:35.688680,15144,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:21:36.342525,15142,,,0,east,local,,,0.64,
packet,packet_arrived,2025-09-13 23:21:36.912811,15141,"(1, 1)","(2, 2)",3,,,2025-09-13 23:21:21,2025-09-13 23:21:36,0.64,56.37
router,packet_routed,2025-09-13 23:21:38.920524,15145,,,0,local,north,,,0.64,
router,packet_routed,2025-09-13 23:21:39.207739,15144,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:21:39.803133,15146,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:21:41.331214,15145,,,0,south,west,,,0.64,
packet,packet_arrived,2025-09-13 23:21:42.031994,15142,"(1, 1)","(0, 0)",3,,,2025-09-13 23:21:24,2025-09-13 23:21:42,0.64,52.85
packet,packet_arrived,2025-09-13 23:21:42.387989,15143,"(0, 0)","(1, 0)",2,,,2025-09-13 23:21:26,2025-09-13 23:21:42,0.64,34.17
router,packet_routed,2025-09-13 23:21:42.714356,15144,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:21:42.839314,15147,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:21:42.933111,15146,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:21:44.445081,15145,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:21:46.116956,15147,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:21:47.323339,15148,,,0,local,north,,,0.64,
packet,packet_arrived,2025-09-13 23:21:48.594887,15144,"(1, 1)","(2, 2)",3,,,2025-09-13 23:21:28,2025-09-13 23:21:48,0.64,56.37
packet,packet_arrived,2025-09-13 23:21:48.812333,15146,"(0, 0)","(1, 0)",2,,,2025-09-13 23:21:35,2025-09-13 23:21:48,0.64,34.17
router,packet_routed,2025-09-13 23:21:49.170829,15147,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:21:49.659640,15148,,,0,south,west,,,0.64,
router,packet_routed,2025-09-13 23:21:49.689779,15149,,,0,local,south,,,0.64,
packet,packet_arrived,2025-09-13 23:21:51.234485,15145,"(1, 1)","(0, 0)",3,,,2025-09-13 23:21:31,2025-09-13 23:21:51,0.64,52.85
router,packet_routed,2025-09-13 23:21:51.567411,15150,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:21:51.917683,15148,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:21:52.017066,15149,,,0,north,local,,,0.64,
packet,packet_arrived,2025-09-13 23:21:53.452578,15147,"(1, 1)","(2, 2)",3,,,2025-09-13 23:21:38,2025-09-13 23:21:53,0.64,56.37
router,packet_routed,2025-09-13 23:21:53.778282,15150,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:21:53.934103,15151,,,0,local,north,,,0.64,
packet,packet_arrived,2025-09-13 23:21:55.789078,15149,"(0, 0)","(1, 0)",2,,,2025-09-13 23:21:43,2025-09-13 23:21:55,0.64,34.17
router,packet_routed,2025-09-13 23:21:56.256268,15150,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:21:56.604493,15152,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:21:57.664219,15151,,,0,south,west,,,0.64,
packet,packet_arrived,2025-09-13 23:21:58.491660,15148,"(1, 1)","(0, 0)",3,,,2025-09-13 23:21:40,2025-09-13 23:21:58,0.64,52.85
router,packet_routed,2025-09-13 23:21:58.881265,15153,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:21:59.112289,15152,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:22:00.947448,15153,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:22:01.016482,15151,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:22:01.208643,15154,,,0,local,north,,,0.64,
packet,packet_arrived,2025-09-13 23:22:01.831220,15150,"(1, 1)","(2, 2)",3,,,2025-09-13 23:21:47,2025-09-13 23:22:01,0.64,56.37
packet,packet_arrived,2025-09-13 23:22:01.893720,15152,"(0, 0)","(1, 0)",2,,,2025-09-13 23:21:52,2025-09-13 23:22:01,0.64,34.17
router,packet_routed,2025-09-13 23:22:02.593428,15155,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:22:02.926092,15154,,,0,south,west,,,0.64,
router,packet_routed,2025-09-13 23:22:03.020417,15153,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:22:03.580505,15155,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:22:04.015390,15154,,,0,east,local,,,0.64,
packet,packet_arrived,2025-09-13 23:22:04.237607,15151,"(1, 1)","(0, 0)",3,,,2025-09-13 23:21:49,2025-09-13 23:22:04,0.64,52.85
router,packet_routed,2025-09-13 23:22:06.013209,15156,,,0,local,south,,,0.64,
packet,packet_arrived,2025-09-13 23:22:06.075710,15153,"(1, 1)","(2, 2)",3,,,2025-09-13 23:21:53,2025-09-13 23:22:06,0.64,56.37
packet,packet_arrived,2025-09-13 23:22:07.621927,15155,"(0, 0)","(1, 0)",2,,,2025-09-13 23:21:59,2025-09-13 23:22:07,0.64,34.17
router,packet_routed,2025-09-13 23:22:07.692149,15157,,,0,local,north,,,0.64,
router,packet_routed,2025-09-13 23:22:07.882315,15156,,,0,north,east,,,0.64,
packet,packet_arrived,2025-09-13 23:22:09.142727,15154,"(1, 1)","(0, 0)",3,,,2025-09-13 23:21:56,2025-09-13 23:22:09,0.64,52.85
router,packet_routed,2025-09-13 23:22:09.686666,15158,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:22:10.450505,15157,,,0,south,west,,,0.64,
router,packet_routed,2025-09-13 23:22:10.621392,15159,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:22:11.118921,15156,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:22:12.382209,15158,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:22:13.645594,15157,,,0,east,local,,,0.64,
router,packet_routed,2025-09-13 23:22:14.156219,15159,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:22:16.199376,15160,,,0,local,north,,,0.64,
packet,packet_arrived,2025-09-13 23:22:16.741232,15156,"(1, 1)","(2, 2)",3,,,2025-09-13 23:22:01,2025-09-13 23:22:16,0.64,56.37
router,packet_routed,2025-09-13 23:22:18.065634,15159,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:22:18.519342,15161,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:22:19.060319,15160,,,0,south,west,,,0.64,
packet,packet_arrived,2025-09-13 23:22:19.075940,15158,"(0, 0)","(1, 0)",2,,,2025-09-13 23:22:05,2025-09-13 23:22:19,0.64,34.17
packet,packet_arrived,2025-09-13 23:22:19.309044,15157,"(1, 1)","(0, 0)",3,,,2025-09-13 23:22:03,2025-09-13 23:22:19,0.64,52.85
router,packet_routed,2025-09-13 23:22:20.010004,15162,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:22:21.615417,15161,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:22:22.129053,15160,,,0,east,local,,,0.64,
packet,packet_arrived,2025-09-13 23:22:23.116023,15159,"(1, 1)","(2, 2)",3,,,2025-09-13 23:22:07,2025-09-13 23:22:23,0.64,56.37
router,packet_routed,2025-09-13 23:22:25.192651,15162,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:22:28.136504,15163,,,0,local,north,,,0.64,
router,packet_routed,2025-09-13 23:22:28.595970,15162,,,0,west,local,,,0.64,
packet,packet_arrived,2025-09-13 23:22:28.681273,15161,"(0, 0)","(1, 0)",2,,,2025-09-13 23:22:12,2025-09-13 23:22:28,0.64,34.17
packet,packet_arrived,2025-09-13 23:22:29.616176,15160,"(1, 1)","(0, 0)",3,,,2025-09-13 23:22:10,2025-09-13 23:22:29,0.64,52.85
router,packet_routed,2025-09-13 23:22:29.837617,15164,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:22:31.483179,15163,,,0,south,west,,,0.64,
router,packet_routed,2025-09-13 23:22:32.261166,15165,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:22:32.532976,15164,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:22:32.845911,15163,,,0,east,local,,,0.64,
packet,packet_arrived,2025-09-13 23:22:33.017742,15162,"(1, 1)","(2, 2)",3,,,2025-09-13 23:22:15,2025-09-13 23:22:33,0.64,56.37
router,packet_routed,2025-09-13 23:22:33.086684,15165,,,0,north,east,,,0.64,
router,packet_routed,2025-09-13 23:22:33.557625,15166,,,0,local,north,,,0.64,
router,packet_routed,2025-09-13 23:22:35.317191,15165,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:22:35.522131,15167,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:22:35.950213,15166,,,0,south,west,,,0.64,
packet,packet_arrived,2025-09-13 23:22:35.981459,15164,"(0, 0)","(1, 0)",2,,,2025-09-13 23:22:22,2025-09-13 23:22:35,0.64,34.17
packet,packet_arrived,2025-09-13 23:22:37.569065,15163,"(1, 1)","(0, 0)",3,,,2025-09-13 23:22:19,2025-09-13 23:22:37,0.64,52.85
router,packet_routed,2025-09-13 23:22:38.160739,15168,,,0,local,south,,,0.64,
router,packet_routed,2025-09-13 23:22:38.486201,15167,,,0,north,local,,,0.64,
router,packet_routed,2025-09-13 23:22:38.820182,15166,,,0,east,local,,,0.64,
packet,packet_arrived,2025-09-13 23:22:39.733308,15165,"(1, 1)","(2, 2)",3,,,2025-09-13 23:22:27,2025-09-13 23:22:39,0.64,56.37
router,packet_routed,2025-09-13 23:22:40.087847,15168,,,0,north,east,,,0.64,
packet,packet_arrived,2025-09-13 23:22:40.316977,15167,"(0, 0)","(1, 0)",2,,,2025-09-13 23:22:32,2025-09-13 23:22:40,0.64,34.17
router,packet_routed,2025-09-13 23:22:42.827796,15169,,,0,local,north,,,0.64,
router,packet_routed,2025-09-13 23:22:43.291158,15168,,,0,west,local,,,0.64,
router,packet_routed,2025-09-13 23:22:43.384870,15170,,,0,local,south,,,0.64,
packet,packet_arrived,2025-09-13 23:22:43.875605,15166,"(1, 1)","(0, 0)",3,,,2025-09-13 23:22:30,2025-09-13 23:22:43,0.64,52.85
