source,type,timestamp,packet_id,src,dst,hops,from_dir,to_dir,creation_time,deliver_time,traffic,weight
router,packet_routed,2025-09-13 21:05:56.012549,11970,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:05:56.474720,11968,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:05:56.644576,11969,,,0,north,local,,,0.56,
packet,packet_arrived,2025-09-13 21:05:56.861173,11965,"(1, 1)","(0, 0)",3,,,2025-09-13 21:05:39,2025-09-13 21:05:56,0.56,52.85
router,packet_routed,2025-09-13 21:05:57.827205,11971,,,0,local,north,,,0.56,
packet,packet_arrived,2025-09-13 21:05:59.170318,11967,"(1, 1)","(2, 2)",3,,,2025-09-13 21:05:45,2025-09-13 21:05:59,0.56,56.37
router,packet_routed,2025-09-13 21:05:59.628681,11970,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:06:01.028293,11972,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:06:01.369096,11971,,,0,south,west,,,0.56,
packet,packet_arrived,2025-09-13 21:06:01.782076,11968,"(1, 1)","(0, 0)",3,,,2025-09-13 21:05:46,2025-09-13 21:06:01,0.56,52.85
router,packet_routed,2025-09-13 21:06:02.263895,11970,,,0,west,local,,,0.56,
packet,packet_arrived,2025-09-13 21:06:02.326395,11969,"(0, 0)","(1, 0)",2,,,2025-09-13 21:05:51,2025-09-13 21:06:02,0.56,34.17
router,packet_routed,2025-09-13 21:06:02.603460,11973,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:06:03.490702,11972,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:06:05.164246,11971,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:06:05.694049,11973,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:06:05.959971,11974,,,0,local,north,,,0.56,
packet,packet_arrived,2025-09-13 21:06:06.682785,11970,"(1, 1)","(2, 2)",3,,,2025-09-13 21:05:52,2025-09-13 21:06:06,0.56,56.37
router,packet_routed,2025-09-13 21:06:09.345651,11975,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:06:09.485354,11972,"(0, 0)","(1, 0)",2,,,2025-09-13 21:05:56,2025-09-13 21:06:09,0.56,34.17
router,packet_routed,2025-09-13 21:06:09.740665,11973,,,0,west,local,,,0.56,
router,packet_routed,2025-09-13 21:06:10.405310,11974,,,0,south,west,,,0.56,
packet,packet_arrived,2025-09-13 21:06:10.809163,11971,"(1, 1)","(0, 0)",3,,,2025-09-13 21:05:54,2025-09-13 21:06:10,0.56,52.85
router,packet_routed,2025-09-13 21:06:11.517270,11976,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:06:12.317386,11975,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:06:13.228486,11976,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:06:13.296886,11974,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:06:13.850933,11977,,,0,local,north,,,0.56,
packet,packet_arrived,2025-09-13 21:06:14.643736,11973,"(1, 1)","(2, 2)",3,,,2025-09-13 21:05:57,2025-09-13 21:06:14,0.56,56.37
router,packet_routed,2025-09-13 21:06:14.721910,11976,,,0,west,local,,,0.56,
router,packet_routed,2025-09-13 21:06:16.198390,11978,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:06:17.020797,11977,,,0,south,west,,,0.56,
packet,packet_arrived,2025-09-13 21:06:18.080884,11975,"(0, 0)","(1, 0)",2,,,2025-09-13 21:06:03,2025-09-13 21:06:18,0.56,34.17
router,packet_routed,2025-09-13 21:06:20.288278,11979,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:06:21.506360,11974,"(1, 1)","(0, 0)",3,,,2025-09-13 21:06:01,2025-09-13 21:06:21,0.56,52.85
router,packet_routed,2025-09-13 21:06:22.033209,11977,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:06:22.311972,11978,,,0,north,local,,,0.56,
packet,packet_arrived,2025-09-13 21:06:22.327553,11976,"(1, 1)","(2, 2)",3,,,2025-09-13 21:06:05,2025-09-13 21:06:22,0.56,56.37
router,packet_routed,2025-09-13 21:06:23.480844,11979,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:06:25.159361,11980,,,0,local,north,,,0.56,
router,packet_routed,2025-09-13 21:06:26.082750,11979,,,0,west,local,,,0.56,
router,packet_routed,2025-09-13 21:06:28.206402,11981,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:06:28.253321,11977,"(1, 1)","(0, 0)",3,,,2025-09-13 21:06:09,2025-09-13 21:06:28,0.56,52.85
router,packet_routed,2025-09-13 21:06:28.740858,11980,,,0,south,west,,,0.56,
packet,packet_arrived,2025-09-13 21:06:29.136226,11978,"(0, 0)","(1, 0)",2,,,2025-09-13 21:06:12,2025-09-13 21:06:29,0.56,34.17
router,packet_routed,2025-09-13 21:06:29.346095,11982,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:06:29.953207,11981,,,0,north,local,,,0.56,
packet,packet_arrived,2025-09-13 21:06:31.640303,11979,"(1, 1)","(2, 2)",3,,,2025-09-13 21:06:13,2025-09-13 21:06:31,0.56,56.37
router,packet_routed,2025-09-13 21:06:31.723979,11982,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:06:32.228470,11980,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:06:32.693986,11983,,,0,local,north,,,0.56,
router,packet_routed,2025-09-13 21:06:32.989516,11982,,,0,west,local,,,0.56,
packet,packet_arrived,2025-09-13 21:06:35.344255,11981,"(0, 0)","(1, 0)",2,,,2025-09-13 21:06:20,2025-09-13 21:06:35,0.56,34.17
router,packet_routed,2025-09-13 21:06:35.383179,11984,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:06:36.026130,11983,,,0,south,west,,,0.56,
packet,packet_arrived,2025-09-13 21:06:36.304445,11980,"(1, 1)","(0, 0)",3,,,2025-09-13 21:06:15,2025-09-13 21:06:36,0.56,52.85
router,packet_routed,2025-09-13 21:06:36.351323,11985,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:06:36.588239,11984,,,0,north,local,,,0.56,
packet,packet_arrived,2025-09-13 21:06:37.997363,11982,"(1, 1)","(2, 2)",3,,,2025-09-13 21:06:24,2025-09-13 21:06:37,0.56,56.37
router,packet_routed,2025-09-13 21:06:38.393830,11983,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:06:38.634943,11985,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:06:39.588952,11986,,,0,local,north,,,0.56,
router,packet_routed,2025-09-13 21:06:39.651456,11985,,,0,west,local,,,0.56,
packet,packet_arrived,2025-09-13 21:06:40.279103,11984,"(0, 0)","(1, 0)",2,,,2025-09-13 21:06:29,2025-09-13 21:06:40,0.56,34.17
router,packet_routed,2025-09-13 21:06:41.820141,11987,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:06:42.393128,11986,,,0,south,west,,,0.56,
packet,packet_arrived,2025-09-13 21:06:43.001777,11983,"(1, 1)","(0, 0)",3,,,2025-09-13 21:06:27,2025-09-13 21:06:43,0.56,52.85
router,packet_routed,2025-09-13 21:06:43.248674,11988,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:06:44.768089,11987,,,0,north,local,,,0.56,
packet,packet_arrived,2025-09-13 21:06:45.295768,11985,"(1, 1)","(2, 2)",3,,,2025-09-13 21:06:32,2025-09-13 21:06:45,0.56,56.37
router,packet_routed,2025-09-13 21:06:46.884757,11986,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:06:46.931633,11988,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:06:49.393036,11989,,,0,local,north,,,0.56,
router,packet_routed,2025-09-13 21:06:49.652045,11988,,,0,west,local,,,0.56,
router,packet_routed,2025-09-13 21:06:50.654681,11990,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:06:51.107243,11987,"(0, 0)","(1, 0)",2,,,2025-09-13 21:06:37,2025-09-13 21:06:51,0.56,34.17
router,packet_routed,2025-09-13 21:06:51.447566,11989,,,0,south,west,,,0.56,
packet,packet_arrived,2025-09-13 21:06:52.265656,11986,"(1, 1)","(0, 0)",3,,,2025-09-13 21:06:35,2025-09-13 21:06:52,0.56,52.85
router,packet_routed,2025-09-13 21:06:53.012590,11991,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:06:53.582807,11990,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:06:54.906972,11989,,,0,east,local,,,0.56,
packet,packet_arrived,2025-09-13 21:06:55.172639,11988,"(1, 1)","(2, 2)",3,,,2025-09-13 21:06:39,2025-09-13 21:06:55,0.56,56.37
router,packet_routed,2025-09-13 21:06:56.370161,11991,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:06:57.882763,11992,,,0,local,north,,,0.56,
router,packet_routed,2025-09-13 21:06:59.455656,11991,,,0,west,local,,,0.56,
packet,packet_arrived,2025-09-13 21:06:59.719524,11990,"(0, 0)","(1, 0)",2,,,2025-09-13 21:06:44,2025-09-13 21:06:59,0.56,34.17
router,packet_routed,2025-09-13 21:07:00.340228,11993,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:07:00.635486,11989,"(1, 1)","(0, 0)",3,,,2025-09-13 21:06:41,2025-09-13 21:07:00,0.56,52.85
router,packet_routed,2025-09-13 21:07:00.898668,11992,,,0,south,west,,,0.56,
router,packet_routed,2025-09-13 21:07:01.854184,11994,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:07:01.924785,11993,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:07:02.767971,11992,,,0,east,local,,,0.56,
packet,packet_arrived,2025-09-13 21:07:03.143372,11991,"(1, 1)","(2, 2)",3,,,2025-09-13 21:06:47,2025-09-13 21:07:03,0.56,56.37
router,packet_routed,2025-09-13 21:07:03.274355,11994,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:07:07.137923,11994,,,0,west,local,,,0.56,
packet,packet_arrived,2025-09-13 21:07:07.382670,11993,"(0, 0)","(1, 0)",2,,,2025-09-13 21:06:54,2025-09-13 21:07:07,0.56,34.17
router,packet_routed,2025-09-13 21:07:07.320171,11995,,,0,local,north,,,0.56,
router,packet_routed,2025-09-13 21:07:08.051445,11996,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:07:08.236097,11992,"(1, 1)","(0, 0)",3,,,2025-09-13 21:06:51,2025-09-13 21:07:08,0.56,52.85
router,packet_routed,2025-09-13 21:07:09.259790,11997,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:07:09.523172,11996,,,0,north,local,,,0.56,
packet,packet_arrived,2025-09-13 21:07:09.416079,11994,"(1, 1)","(2, 2)",3,,,2025-09-13 21:06:57,2025-09-13 21:07:09,0.56,56.37
router,packet_routed,2025-09-13 21:07:08.467529,11995,,,0,south,west,,,0.56,
router,packet_routed,2025-09-13 21:07:10.372518,11995,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:07:12.412514,11997,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:07:14.010793,11998,,,0,local,north,,,0.56,
packet,packet_arrived,2025-09-13 21:07:15.535555,11996,"(0, 0)","(1, 0)",2,,,2025-09-13 21:07:02,2025-09-13 21:07:15,0.56,34.17
router,packet_routed,2025-09-13 21:07:15.892495,11997,,,0,west,local,,,0.56,
router,packet_routed,2025-09-13 21:07:16.309130,11999,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:07:16.681481,11998,,,0,south,west,,,0.56,
packet,packet_arrived,2025-09-13 21:07:16.780721,11995,"(1, 1)","(0, 0)",3,,,2025-09-13 21:07:00,2025-09-13 21:07:16,0.56,52.85
router,packet_routed,2025-09-13 21:07:17.781765,11999,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:07:18.504907,12000,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:07:18.682802,11997,"(1, 1)","(2, 2)",3,,,2025-09-13 21:07:06,2025-09-13 21:07:18,0.56,56.37
router,packet_routed,2025-09-13 21:07:21.383368,11998,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:07:22.444635,12000,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:07:23.346586,12001,,,0,local,north,,,0.56,
packet,packet_arrived,2025-09-13 21:07:23.824588,11999,"(0, 0)","(1, 0)",2,,,2025-09-13 21:07:10,2025-09-13 21:07:23,0.56,34.17
router,packet_routed,2025-09-13 21:07:25.111592,12000,,,0,west,local,,,0.56,
router,packet_routed,2025-09-13 21:07:25.530878,12001,,,0,south,west,,,0.56,
packet,packet_arrived,2025-09-13 21:07:25.755612,11998,"(1, 1)","(0, 0)",3,,,2025-09-13 21:07:08,2025-09-13 21:07:25,0.56,52.85
router,packet_routed,2025-09-13 21:07:26.493234,12002,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:07:28.067754,12001,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:07:28.082909,12003,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:07:28.252839,12002,,,0,north,local,,,0.56,
packet,packet_arrived,2025-09-13 21:07:28.408543,12000,"(1, 1)","(2, 2)",3,,,2025-09-13 21:07:12,2025-09-13 21:07:28,0.56,56.37
router,packet_routed,2025-09-13 21:07:30.308445,12003,,,0,north,east,,,0.56,
packet,packet_arrived,2025-09-13 21:07:31.573533,12001,"(1, 1)","(0, 0)",3,,,2025-09-13 21:07:17,2025-09-13 21:07:31,0.56,52.85
router,packet_routed,2025-09-13 21:07:32.716108,12004,,,0,local,north,,,0.56,
packet,packet_arrived,2025-09-13 21:07:33.093673,12002,"(0, 0)","(1, 0)",2,,,2025-09-13 21:07:19,2025-09-13 21:07:33,0.56,34.17
router,packet_routed,2025-09-13 21:07:34.600826,12003,,,0,west,local,,,0.56,
router,packet_routed,2025-09-13 21:07:35.189295,12004,,,0,south,west,,,0.56,
router,packet_routed,2025-09-13 21:07:35.439349,12006,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:07:36.165352,12003,"(1, 1)","(2, 2)",3,,,2025-09-13 21:07:24,2025-09-13 21:07:36,0.56,56.37
router,packet_routed,2025-09-13 21:07:36.612730,12006,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:07:36.805863,12006,,,0,west,local,,,0.56,
router,packet_routed,2025-09-13 21:07:36.941772,12005,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:07:37.202487,12006,"(1, 1)","(2, 2)",3,,,2025-09-13 21:07:30,2025-09-13 21:07:37,0.56,56.37
router,packet_routed,2025-09-13 21:07:37.473440,12004,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:07:37.669962,12005,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:07:37.917381,12007,,,0,local,north,,,0.56,
router,packet_routed,2025-09-13 21:07:38.958317,12009,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:07:39.221146,12008,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:07:39.320760,12005,"(0, 0)","(1, 0)",2,,,2025-09-13 21:07:28,2025-09-13 21:07:39,0.56,34.17
router,packet_routed,2025-09-13 21:07:41.631931,12009,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:07:41.662696,12007,,,0,south,west,,,0.56,
packet,packet_arrived,2025-09-13 21:07:42.180027,12004,"(1, 1)","(0, 0)",3,,,2025-09-13 21:07:27,2025-09-13 21:07:42,0.56,52.85
router,packet_routed,2025-09-13 21:07:42.279344,12008,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:07:42.595779,12010,,,0,local,north,,,0.56,
router,packet_routed,2025-09-13 21:07:44.560149,12009,,,0,west,local,,,0.56,
router,packet_routed,2025-09-13 21:07:44.822794,12007,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:07:46.108442,12010,,,0,south,west,,,0.56,
router,packet_routed,2025-09-13 21:07:47.059050,12011,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:07:47.837607,12008,"(0, 0)","(1, 0)",2,,,2025-09-13 21:07:37,2025-09-13 21:07:47,0.56,34.17
packet,packet_arrived,2025-09-13 21:07:48.938961,12009,"(1, 1)","(2, 2)",3,,,2025-09-13 21:07:37,2025-09-13 21:07:48,0.56,56.37
router,packet_routed,2025-09-13 21:07:49.443824,12012,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:07:49.900991,12010,,,0,east,local,,,0.56,
packet,packet_arrived,2025-09-13 21:07:50.851239,12007,"(1, 1)","(0, 0)",3,,,2025-09-13 21:07:35,2025-09-13 21:07:50,0.56,52.85
router,packet_routed,2025-09-13 21:07:51.132528,12011,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:07:51.757838,12013,,,0,local,north,,,0.56,
router,packet_routed,2025-09-13 21:07:53.010988,12012,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:07:54.913131,12013,,,0,south,west,,,0.56,
router,packet_routed,2025-09-13 21:07:55.355671,12014,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:07:55.580351,12012,,,0,west,local,,,0.56,
packet,packet_arrived,2025-09-13 21:07:55.852266,12010,"(1, 1)","(0, 0)",3,,,2025-09-13 21:07:38,2025-09-13 21:07:55,0.56,52.85
packet,packet_arrived,2025-09-13 21:07:56.393972,12011,"(0, 0)","(1, 0)",2,,,2025-09-13 21:07:41,2025-09-13 21:07:56,0.56,34.17
router,packet_routed,2025-09-13 21:07:56.565889,12015,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:07:57.241639,12013,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:07:57.434033,12014,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:07:57.799021,12015,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:07:58.028853,12016,,,0,local,north,,,0.56,
packet,packet_arrived,2025-09-13 21:07:59.937869,12012,"(1, 1)","(2, 2)",3,,,2025-09-13 21:07:42,2025-09-13 21:07:59,0.56,56.37
router,packet_routed,2025-09-13 21:08:00.600002,12017,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:08:01.988309,12015,,,0,west,local,,,0.56,
packet,packet_arrived,2025-09-13 21:08:02.025046,12013,"(1, 1)","(0, 0)",3,,,2025-09-13 21:07:46,2025-09-13 21:08:02,0.56,52.85
router,packet_routed,2025-09-13 21:08:02.192396,12016,,,0,south,west,,,0.56,
packet,packet_arrived,2025-09-13 21:08:02.245148,12014,"(0, 0)","(1, 0)",2,,,2025-09-13 21:07:49,2025-09-13 21:08:02,0.56,34.17
router,packet_routed,2025-09-13 21:08:02.397952,12018,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:08:02.606450,12017,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:08:03.585410,12016,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:08:04.191139,12018,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:08:05.251206,12019,,,0,local,north,,,0.56,
packet,packet_arrived,2025-09-13 21:08:05.862798,12017,"(0, 0)","(1, 0)",2,,,2025-09-13 21:07:56,2025-09-13 21:08:05,0.56,34.17
packet,packet_arrived,2025-09-13 21:08:07.030427,12015,"(1, 1)","(2, 2)",3,,,2025-09-13 21:07:51,2025-09-13 21:08:07,0.56,56.37
router,packet_routed,2025-09-13 21:08:07.061722,12018,,,0,west,local,,,0.56,
router,packet_routed,2025-09-13 21:08:07.610095,12019,,,0,south,west,,,0.56,
router,packet_routed,2025-09-13 21:08:07.967099,12020,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:08:08.448828,12016,"(1, 1)","(0, 0)",3,,,2025-09-13 21:07:55,2025-09-13 21:08:08,0.56,52.85
router,packet_routed,2025-09-13 21:08:10.052732,12021,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:08:10.330615,12019,,,0,east,local,,,0.56,
packet,packet_arrived,2025-09-13 21:08:10.750013,12018,"(1, 1)","(2, 2)",3,,,2025-09-13 21:07:57,2025-09-13 21:08:10,0.56,56.37
router,packet_routed,2025-09-13 21:08:10.919532,12020,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:08:11.286566,12021,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:08:12.653552,12022,,,0,local,north,,,0.56,
packet,packet_arrived,2025-09-13 21:08:12.985965,12019,"(1, 1)","(0, 0)",3,,,2025-09-13 21:08:01,2025-09-13 21:08:12,0.56,52.85
router,packet_routed,2025-09-13 21:08:14.069305,12021,,,0,west,local,,,0.56,
packet,packet_arrived,2025-09-13 21:08:14.381460,12020,"(0, 0)","(1, 0)",2,,,2025-09-13 21:08:03,2025-09-13 21:08:14,0.56,34.17
router,packet_routed,2025-09-13 21:08:15.198529,12023,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:08:16.041903,12022,,,0,south,west,,,0.56,
router,packet_routed,2025-09-13 21:08:17.054613,12024,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:08:18.768866,12023,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:08:19.904609,12022,,,0,east,local,,,0.56,
packet,packet_arrived,2025-09-13 21:08:20.342218,12021,"(1, 1)","(2, 2)",3,,,2025-09-13 21:08:05,2025-09-13 21:08:20,0.56,56.37
router,packet_routed,2025-09-13 21:08:21.061149,12024,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:08:23.545822,12025,,,0,local,north,,,0.56,
router,packet_routed,2025-09-13 21:08:23.980443,12024,,,0,west,local,,,0.56,
packet,packet_arrived,2025-09-13 21:08:25.132178,12023,"(0, 0)","(1, 0)",2,,,2025-09-13 21:08:10,2025-09-13 21:08:25,0.56,34.17
router,packet_routed,2025-09-13 21:08:27.117105,12025,,,0,south,west,,,0.56,
router,packet_routed,2025-09-13 21:08:27.397793,12026,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:08:27.566519,12022,"(1, 1)","(0, 0)",3,,,2025-09-13 21:08:08,2025-09-13 21:08:27,0.56,52.85
router,packet_routed,2025-09-13 21:08:28.885810,12027,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:08:29.685956,12025,,,0,east,local,,,0.56,
packet,packet_arrived,2025-09-13 21:08:30.176051,12024,"(1, 1)","(2, 2)",3,,,2025-09-13 21:08:12,2025-09-13 21:08:30,0.56,56.37
router,packet_routed,2025-09-13 21:08:31.264579,12026,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:08:32.247641,12027,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:08:33.714364,12028,,,0,local,north,,,0.56,
packet,packet_arrived,2025-09-13 21:08:34.561644,12025,"(1, 1)","(0, 0)",3,,,2025-09-13 21:08:16,2025-09-13 21:08:34,0.56,52.85
router,packet_routed,2025-09-13 21:08:35.576000,12027,,,0,west,local,,,0.56,
router,packet_routed,2025-09-13 21:08:36.150756,12029,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:08:36.564476,12028,,,0,south,west,,,0.56,
packet,packet_arrived,2025-09-13 21:08:36.766063,12026,"(0, 0)","(1, 0)",2,,,2025-09-13 21:08:19,2025-09-13 21:08:36,0.56,34.17
router,packet_routed,2025-09-13 21:08:36.920605,12030,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:08:38.044934,12029,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:08:41.683350,12028,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:08:42.195254,12030,,,0,north,east,,,0.56,
packet,packet_arrived,2025-09-13 21:08:42.024984,12027,"(1, 1)","(2, 2)",3,,,2025-09-13 21:08:22,2025-09-13 21:08:42,0.56,56.37
router,packet_routed,2025-09-13 21:08:42.712562,12031,,,0,local,north,,,0.56,
router,packet_routed,2025-09-13 21:08:43.198392,12030,,,0,west,local,,,0.56,
packet,packet_arrived,2025-09-13 21:08:43.557810,12029,"(0, 0)","(1, 0)",2,,,2025-09-13 21:08:30,2025-09-13 21:08:43,0.56,34.17
router,packet_routed,2025-09-13 21:08:45.738456,12032,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:08:45.861683,12028,"(1, 1)","(0, 0)",3,,,2025-09-13 21:08:27,2025-09-13 21:08:45,0.56,52.85
router,packet_routed,2025-09-13 21:08:45.924189,12031,,,0,south,west,,,0.56,
router,packet_routed,2025-09-13 21:08:47.065523,12033,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:08:47.711057,12030,"(1, 1)","(2, 2)",3,,,2025-09-13 21:08:33,2025-09-13 21:08:47,0.56,56.37
router,packet_routed,2025-09-13 21:08:47.779454,12031,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:08:49.919317,12032,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:08:50.138068,12033,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:08:52.163998,12034,,,0,local,north,,,0.56,
router,packet_routed,2025-09-13 21:08:54.671337,12033,,,0,west,local,,,0.56,
router,packet_routed,2025-09-13 21:08:56.043714,12034,,,0,south,west,,,0.56,
router,packet_routed,2025-09-13 21:08:56.227623,12035,,,0,local,south,,,0.56,
packet,packet_arrived,2025-09-13 21:08:56.680793,12031,"(1, 1)","(0, 0)",3,,,2025-09-13 21:08:36,2025-09-13 21:08:56,0.56,52.85
packet,packet_arrived,2025-09-13 21:08:57.162637,12032,"(0, 0)","(1, 0)",2,,,2025-09-13 21:08:38,2025-09-13 21:08:57,0.56,34.17
router,packet_routed,2025-09-13 21:08:57.363105,12036,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:08:58.479942,12034,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:08:58.738076,12035,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:08:58.784948,12036,,,0,north,east,,,0.56,
router,packet_routed,2025-09-13 21:08:59.327158,12037,,,0,local,north,,,0.56,
packet,packet_arrived,2025-09-13 21:09:00.245347,12033,"(1, 1)","(2, 2)",3,,,2025-09-13 21:08:42,2025-09-13 21:09:00,0.56,56.37
router,packet_routed,2025-09-13 21:09:01.696579,12036,,,0,west,local,,,0.56,
router,packet_routed,2025-09-13 21:09:02.178219,12038,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:09:02.542157,12037,,,0,south,west,,,0.56,
packet,packet_arrived,2025-09-13 21:09:02.610886,12034,"(1, 1)","(0, 0)",3,,,2025-09-13 21:08:44,2025-09-13 21:09:02,0.56,52.85
packet,packet_arrived,2025-09-13 21:09:02.918626,12035,"(0, 0)","(1, 0)",2,,,2025-09-13 21:08:47,2025-09-13 21:09:02,0.56,34.17
router,packet_routed,2025-09-13 21:09:04.494735,12039,,,0,local,south,,,0.56,
router,packet_routed,2025-09-13 21:09:05.428659,12038,,,0,north,local,,,0.56,
router,packet_routed,2025-09-13 21:09:05.825852,12037,,,0,east,local,,,0.56,
router,packet_routed,2025-09-13 21:09:06.151518,12039,,,0,north,east,,,0.56,
packet,packet_arrived,2025-09-13 21:09:06.354684,12036,"(1, 1)","(2, 2)",3,,,2025-09-13 21:08:51,2025-09-13 21:09:06,0.56,56.37
router,packet_routed,2025-09-13 21:09:09.792571,12040,,,0,local,north,,,0.56,
router,packet_routed,2025-09-13 21:09:11.303438,12039,,,0,west,local,,,0.56,
packet,packet_arrived,2025-09-13 21:09:12.551988,12038,"(0, 0)","(1, 0)",2,,,2025-09-13 21:08:57,2025-09-13 21:09:12,0.56,34.17
router,packet_routed,2025-09-13 21:09:13.220763,12041,,,0,local,south,,,0.56,
